category,subcategory,type,totalReceived,activeGrievancesWithoutEscalation,activeGrievancesWithEscalation,closedGrievancesWithoutEscalation,closedGrievancesWithEscalation,successfulTransferIn,successfulTransferOut,grievancesWithoutRatings,grievancesWithRatings,grievancesWithVeryGoodRating,grievanceswithgoodrating,grievancesWithOKRating,grievancesWithBadRating,grievancesWithVeryBadRating,twitterGrievances,facebookGrievances,grievancesAdditionalInfoProvided,grievancesAdditionalInfoNotProvided,grievancesWithoutFeedback,grievancesWithFeedback,grievancesWithFeedbackIssueNotResolved,grievancesWithFeedbackIssueResolved
Customs,Hyderabad,Arrival,3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Customs,Ahmedabad,Departure,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Customs,Calicut,Other,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Immigration,Vijayawada,Arrival,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Immigration,Vijayawada,Other,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Immigration,Jaipur,Arrival,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Immigration,Ahmedabad,Arrival,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,"Hindon Airport","Air Conditioning / Maintenance",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,"Hindon Airport","Cleanliness / Hygiene",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Airport,"Hindon Airport",Other,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Thiruvananthapuram,"Signages / Flight Display",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Thiruvananthapuram,"Taxi / Parking",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Varanasi,"Retail Shops / Food &amp; Beverage",2,0,0,1,1,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Kadapa,Other,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Bhubaneswar,"Seating / Waiting Area",5,0,0,5,5,0,NA,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Airport,Bhubaneswar,"Signages / Flight Display",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Bhubaneswar,"Trolly / Ameniites / Buggy / Wifi",9,0,0,9,9,0,NA,9,0,0,0,0,0,0,0,0,0,9,9,0,0,0
Airport,Akola,"Seating / Waiting Area",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Kandla,"Trolly / Ameniites / Buggy / Wifi",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Calicut,"Retail Shops / Food &amp; Beverage",5,0,0,5,5,0,NA,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Airport,Nagpur,"Staff / Crew behavoiur",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Madurai,"Baggage / Lost &amp; Found ",1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Madurai,Other,12,0,0,11,11,0,NA,12,0,0,0,0,0,0,0,0,0,12,12,0,0,0
Airport,Rajkot,"Trolly / Ameniites / Buggy / Wifi",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,MIHAN,Other,3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,MIHAN,"Retail Shops / Food &amp; Beverage",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,MIHAN,"Seating / Waiting Area",5,0,0,5,5,0,NA,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Airport,Dimapur,"Retail Shops / Food & Beverage",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Dimapur,"Staff / Crew behavoiur",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Lucknow,,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
Airport,Amritsar,"Retail Shops / Food &amp; Beverage",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Leh,"Air Conditioning / Maintenance",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Leh,"Baggage / Lost & Found ",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Leh,"Staff / Crew behavoiur",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Rajahmundry,"Staff / Crew behavoiur",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Patna,"Person With Disability",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Patna,"Retail Shops / Food & Beverage",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,Jodhpur,"Seating / Waiting Area",2,1,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Gorakhpur,"Baggage / Lost &amp; Found ",4,0,0,2,2,0,NA,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Airport,Dehradun,Other,12,0,0,12,12,0,NA,12,0,0,0,0,0,0,0,0,0,12,12,0,0,0
Airport,Dehradun,"Seating / Waiting Area",7,0,0,7,7,0,NA,7,0,0,0,0,0,0,0,0,0,7,7,0,0,0
Airport,"Port Blair",Other,14,0,0,14,14,0,NA,14,0,0,0,0,0,0,0,0,0,14,14,0,0,0
Airport,Jaipur,"Baggage / Lost &amp; Found ",7,0,0,0,0,0,NA,7,0,0,0,0,0,0,0,0,0,7,7,0,0,0
Airport,Jaipur,"Trolly / Ameniites / Buggy / Wifi",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Bengaluru,"Retail Shops / Food &amp; Beverage",5,0,0,3,3,0,NA,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Airport,Bengaluru,"Taxi / Parking",24,0,0,24,24,0,NA,24,0,0,0,0,0,0,1,0,1,24,24,0,0,0
Airport,Vijayawada,"Baggage / Lost & Found ",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,Ranchi,"Person With Disability",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Indore,"Retail Shops / Food &amp; Beverage",4,0,0,4,4,0,NA,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Airport,Indore,"Signages / Flight Display",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Vadodara,"Retail Shops / Food &amp; Beverage",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Vadodara,"Trolly / Ameniites / Buggy / Wifi",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Porbandar,"Cleanliness / Hygiene",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Allahabad,"Staff / Crew behavoiur",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Allahabad,"Trolly / Ameniites / Buggy / Wifi",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Raipur,"Baggage / Lost &amp; Found ",12,0,0,8,8,0,NA,12,0,0,0,0,0,0,0,0,0,12,12,0,0,0
Airport,Raipur,"Staff / Crew behavoiur",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Tuticorin,"Seating / Waiting Area",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Chandigarh,"Cleanliness / Hygiene",11,0,0,5,5,0,NA,11,0,0,0,0,0,0,0,0,0,11,11,0,0,0
Airport,Gwalior,Other,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Gwalior,"Seating / Waiting Area",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Pune,,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
Airport,Udaipur,"Baggage / Lost & Found ",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Udaipur,Other,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Guwahati,"Cleanliness / Hygiene",7,0,0,7,7,0,NA,7,0,0,0,0,0,0,0,0,0,7,7,0,0,0
Airport,Chennai,"Retail Shops / Food &amp; Beverage",16,0,0,16,16,0,NA,16,0,0,0,0,0,0,0,0,0,16,16,0,0,0
Airport,Hubli,"Retail Shops / Food &amp; Beverage",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Hubli,"Seating / Waiting Area",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Surat,"Staff / Crew behavoiur",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Coimbatore,"Baggage / Lost & Found ",6,0,0,6,6,0,NA,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0
Airport,Coimbatore,"Baggage / Lost &amp; Found ",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,Coimbatore,"Retail Shops / Food &amp; Beverage",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Coimbatore,"Seating / Waiting Area",7,0,0,7,7,0,NA,7,0,0,0,0,0,0,0,0,0,7,7,0,0,0
Airport,Coimbatore,"Signages / Flight Display",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,Coimbatore,"Trolly / Ameniites / Buggy / Wifi",5,0,0,5,5,0,NA,5,0,0,0,0,0,0,0,0,1,5,5,0,0,0
Airport,Pantnagar,"Cleanliness / Hygiene",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Lilabari,"Staff / Crew behavoiur",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Tezpur,"Air Conditioning / Maintenance",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Tezpur,Other,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Airport,Jammu,"Retail Shops / Food & Beverage",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Jammu,"Staff / Crew behavoiur",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Tiruchirappalli,"Seating / Waiting Area",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airport,Goa,"Baggage / Lost & Found ",11,0,0,11,11,0,NA,11,0,0,0,0,0,0,0,0,0,11,11,0,0,0
Airport,Jabalpur,"Cleanliness / Hygiene",1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Jabalpur,Other,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Jabalpur,"Retail Shops / Food & Beverage",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Jabalpur,"Staff / Crew behavoiur",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Mysore,"Seating / Waiting Area",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,Mysore,"Trolly / Ameniites / Buggy / Wifi",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,"Shirdi Airport","Cleanliness / Hygiene",2,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airport,"Shirdi Airport","Trolly / Ameniites / Buggy / Wifi",1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airport,Mangalore,"Staff / Crew behavoiur",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Security,Indore,Other,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Silchar,Other,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Security,Chennai,"Boarding Gate",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Security,Malda,"Security Check",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Visakhapatnam,Other,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Security,Varanasi,Other,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Security,Pune,"Terminal Entry",5,0,0,5,5,0,NA,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Security,Jammu,"Boarding Gate",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Bhopal,"Security Check",5,0,0,5,5,0,NA,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Security,Thiruvananthapuram,Other,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Srinagar,"Terminal Entry",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Kochi,"Terminal Entry",4,0,0,4,4,0,NA,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Security,Dehradun,"Security Check",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Security,Dibrugarh,Other,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Security,Agartala,"Security Check",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Mangalore,"Terminal Entry",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Security,Kolkata,"Terminal Entry",11,0,0,11,11,0,NA,11,0,0,0,0,0,0,0,0,0,11,11,0,0,0
Airline,Vistara,NA,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airline,NA,Baggage,5,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airline,NA,"Ticketing, Fares & Refunds",37,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airline,NA,NA,73,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airport,NA,,6,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airline,GoAir,"Ticketing, Fares & Refunds",5309,0,0,5303,5303,0,NA,4685,624,510,47,21,10,36,85,2,115,5309,4657,652,601,51
Airline,"Air India Express","Person With Disability",11,0,0,11,11,0,NA,10,1,1,0,0,0,0,0,0,0,11,10,1,0,1
Airline,"Jet Airways",Baggage,224,0,0,224,224,0,NA,182,42,37,2,2,1,0,2,0,5,224,180,44,39,5
Airline,"Singapore Airlines","Ticketing, Fares & Refunds",61,0,0,60,60,0,NA,53,8,7,0,0,0,1,0,0,0,61,53,8,7,1
Airline,Vistara,Other,382,0,0,381,381,0,NA,340,42,27,9,0,3,3,3,0,7,382,338,44,37,7
Airline,Vistara,"Ticketing, Fares & Refunds",1146,0,0,1145,1145,0,NA,968,178,143,8,12,5,10,8,0,15,1146,968,178,163,15
Airline,"KLM Airlines",Other,11,0,0,9,9,0,NA,10,1,0,0,0,0,1,0,0,0,11,10,1,0,1
Airline,"Thai Airways","Ticketing, Fares & Refunds",110,0,0,105,105,0,NA,103,7,5,1,0,0,1,1,0,8,110,98,12,11,1
Airline,IndiGo,"Check-in &amp; Boarding",1741,0,0,1674,1674,0,NA,1531,210,182,10,10,5,3,0,0,4,1741,1521,220,191,29
Airline,IndiGo,"Person With Disability",136,0,0,120,120,0,NA,131,5,4,0,0,1,0,0,0,0,136,130,6,5,1
Airline,IndiGo,"Staff / Crew Behavior",761,0,1,759,759,3,NA,657,103,88,3,6,5,1,1,0,5,761,653,108,90,18
Airline,IndiGo,"Ticketing, Fares & Refunds",3793,1,0,3791,3791,0,NA,3275,517,393,45,18,18,43,27,0,36,3793,3258,535,479,56
Airline,"Finn Air","Ticketing, Fares & Refunds",5,0,0,5,5,0,NA,4,1,1,0,0,0,0,0,0,0,5,4,1,0,1
Airline,"Akasa Air","Check-in &amp; Boarding",164,0,2,120,120,0,NA,153,9,7,2,0,0,0,0,0,0,164,154,10,9,1
Airline,"Akasa Air","Flight Delays",173,0,1,48,48,0,NA,164,8,5,2,1,0,0,0,0,0,173,165,8,6,2
Airline,"Akasa Air","Ticketing, Fares &amp; Refunds",482,0,2,468,468,0,NA,454,26,21,0,1,0,4,0,0,0,482,452,30,23,7
Airline,SpiceJet,"Staff / Crew Behavior",282,0,0,282,282,0,NA,243,39,31,3,4,1,0,3,0,4,282,242,40,37,3
DGCA,DGCA,"Permits &amp; Permissions",28,0,0,28,28,0,NA,26,2,2,0,0,0,0,0,0,1,28,26,2,1,1
Customs,Bhopal,Other,1,0,0,1,1,0,NA,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
Customs,Madurai,Arrival,5,0,0,5,5,0,NA,3,2,2,0,0,0,0,0,0,0,5,2,3,1,2
Immigration,Kolkata,Departure,5,0,0,5,5,0,NA,3,2,2,0,0,0,0,0,0,0,5,3,2,1,1
Immigration,Delhi,Departure,68,0,0,68,68,0,NA,65,3,2,0,0,1,0,0,0,1,68,65,3,2,1
Airport,Hyderabad,Other,90,0,0,90,90,0,NA,79,11,6,2,1,1,1,2,0,2,90,75,15,12,3
Airport,Delhi,"Baggage / Lost & Found ",149,0,0,143,143,0,NA,134,15,12,0,2,0,1,0,0,2,149,132,17,16,1
Airport,Delhi,"Trolly / Ameniites / Buggy / Wifi",44,0,0,41,41,0,NA,40,4,3,0,0,1,0,0,0,2,44,39,5,2,3
Airport,Varanasi,"Taxi / Parking",24,0,0,22,22,0,NA,19,5,4,0,1,0,0,0,0,0,24,18,6,5,1
Airport,Malda,"Seating / Waiting Area",13,2,1,7,7,0,NA,8,2,0,0,1,0,1,0,0,3,13,11,2,0,2
Airport,Calicut,"Cleanliness / Hygiene",8,0,0,7,7,0,NA,7,1,0,0,0,0,1,0,0,0,8,7,1,0,1
Airport,Nagpur,"Trolly / Ameniites / Buggy / Wifi",4,0,0,4,4,0,NA,3,1,1,0,0,0,0,0,0,0,4,2,2,0,2
Airport,Lucknow,"Retail Shops / Food & Beverage",20,0,0,20,20,0,NA,13,7,4,2,0,0,1,0,0,1,20,12,8,5,3
Airport,Lucknow,"Seating / Waiting Area",28,0,0,28,28,0,NA,26,2,0,0,1,0,1,0,0,2,28,22,6,3,3
Airport,Kochi,"Baggage / Lost & Found ",4,0,0,4,4,0,NA,3,1,0,0,0,1,0,0,0,0,4,3,1,0,1
Airport,Patna,"Air Conditioning / Maintenance",4,0,0,4,4,0,NA,2,2,0,1,0,0,1,0,0,0,4,2,2,1,1
Airport,Patna,"Baggage / Lost & Found ",18,0,0,18,18,0,NA,16,2,0,0,0,1,1,0,0,0,18,12,6,1,5
Airport,Patna,Other,71,0,0,71,71,0,NA,67,4,2,0,0,1,1,0,0,0,71,39,32,2,30
Airport,Gorakhpur,Other,3,0,0,3,3,0,NA,2,1,0,0,0,0,1,0,0,0,3,2,1,0,1
Airport,Ahmedabad,"Cleanliness / Hygiene",48,0,0,45,45,0,NA,46,2,0,0,0,0,2,0,0,0,48,46,2,0,2
Airport,Ahmedabad,Other,74,0,0,73,73,0,NA,72,2,1,0,1,0,0,0,0,0,74,71,3,2,1
Airport,Bengaluru,"Staff / Crew behavoiur",30,0,0,30,30,0,NA,27,3,1,0,0,1,1,0,0,2,30,27,3,0,3
Airport,Indore,"Baggage / Lost &amp; Found ",11,0,0,5,5,0,NA,10,1,0,0,0,0,1,0,0,0,11,10,1,0,1
Airport,Chandigarh,Other,22,0,0,21,21,0,NA,20,2,2,0,0,0,0,1,0,2,22,17,5,4,1
Airport,Pune,Other,93,0,0,93,93,0,NA,83,10,4,0,0,1,5,1,0,1,93,81,12,6,6
Airport,Guwahati,"Retail Shops / Food &amp; Beverage",7,0,0,7,7,0,NA,6,1,0,0,0,1,0,0,0,0,7,6,1,0,1
Airport,Guwahati,"Taxi / Parking",11,0,0,11,11,0,NA,8,3,0,0,1,0,2,0,0,1,11,8,3,1,2
Airport,Surat,"Air Conditioning / Maintenance",14,0,0,14,14,0,NA,13,1,1,0,0,0,0,0,0,0,14,11,3,1,2
Airport,Mangalore,"Trolly / Ameniites / Buggy / Wifi",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,1,1,0,1
Security,NA,,3,0,0,3,3,0,NA,3,0,0,0,0,0,0,2,0,2,3,2,1,0,1
Security,Coimbatore,"Security Check",3,0,0,3,3,0,NA,2,1,0,0,0,1,0,0,0,0,3,2,1,0,1
Security,Bengaluru,Other,13,0,0,13,13,0,NA,12,1,0,0,0,0,1,1,0,2,13,12,1,0,1
Airline,Aeroflot,"Flight Delays",12,0,0,12,12,0,NA,10,2,1,0,1,0,0,0,0,0,12,10,2,2,0
Airline,"Kuwait Airways","Check-in & Boarding",9,0,0,8,8,0,NA,8,1,1,0,0,0,0,0,0,0,9,8,1,1,0
Airline,"United Airlines",Other,11,0,0,9,9,0,NA,10,1,1,0,0,0,0,0,0,1,11,10,1,1,0
Airline,"Air Canada","Ticketing, Fares &amp; Refunds",35,0,1,24,24,0,NA,31,3,2,0,1,0,0,0,0,7,35,31,4,4,0
Airline,"Air Asia Berhad (Intl Tickets)",Baggage,38,0,0,37,37,0,NA,34,4,4,0,0,0,0,0,0,0,38,32,6,6,0
Airline,"Ethiopian Airlines","Flight Delays",4,0,0,1,1,0,NA,2,2,1,1,0,0,0,0,0,0,4,2,2,2,0
Airline,"Tiger Airways",Other,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0
Airline,GoAir,Meal,40,0,0,40,40,0,NA,37,3,2,0,1,0,0,0,0,1,40,36,4,4,0
Airline,"Gulf Air",Other,6,0,0,4,4,0,NA,5,1,1,0,0,0,0,1,0,0,6,5,1,1,0
Airline,"British Airways","Flight Delays",18,0,0,4,4,0,NA,17,1,0,1,0,0,0,0,0,0,18,17,1,1,0
Airline,"Star Air",Other,21,0,1,19,19,0,NA,19,1,0,0,0,1,0,0,0,0,21,20,1,1,0
Airline,"Etihad Airways",Baggage,59,0,0,50,50,0,NA,58,1,1,0,0,0,0,0,0,3,59,55,4,4,0
Airline,"Air India Express",Maintenance,17,0,0,17,17,0,NA,16,1,1,0,0,0,0,0,0,0,17,16,1,1,0
Airline,"Cathay Pacific","Check-in &amp; Boarding",6,0,0,5,5,0,NA,5,1,0,0,0,1,0,0,0,0,6,5,1,1,0
Airline,"Egypt Air","Ticketing, Fares & Refunds",10,0,0,10,10,0,NA,9,1,1,0,0,0,0,0,0,1,10,9,1,1,0
Airline,"Thai Airways",Other,17,0,0,17,17,0,NA,17,0,0,0,0,0,0,0,0,1,17,16,1,1,0
Airline,"Malaysia Airlines",Baggage,38,0,0,30,30,0,NA,35,3,3,0,0,0,0,0,0,3,38,33,5,5,0
Airline,"Malaysia Airlines","Ticketing, Fares &amp; Refunds",49,0,0,29,29,0,NA,48,1,0,1,0,0,0,0,0,1,49,47,2,2,0
Airline,"Air Mauritius",Other,10,0,0,8,8,0,NA,9,1,0,0,1,0,0,0,0,0,10,9,1,1,0
Airline,"Air Astana","Check-in &amp; Boarding",8,0,0,1,1,0,NA,7,1,1,0,0,0,0,0,0,0,8,7,1,1,0
Airline,"Air Astana",Other,10,0,0,10,10,0,NA,9,1,1,0,0,0,0,0,0,0,10,9,1,1,0
Airline,"Air Seychelles","Check-in & Boarding",1,0,0,1,1,0,NA,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0
Airline,"Air Seychelles","Ticketing, Fares & Refunds",13,0,0,13,13,0,NA,12,1,1,0,0,0,0,0,0,0,13,12,1,1,0
Airline,"Malindo Airways",Other,13,0,0,12,12,0,NA,12,1,1,0,0,0,0,0,0,1,13,12,1,1,0
Airline,"China Eastern Airlines","Check-in & Boarding",6,0,0,6,6,0,NA,4,2,2,0,0,0,0,0,0,0,6,4,2,2,0
Airline,SpiceJet,"Person With Disability",38,0,0,37,37,0,NA,31,7,6,0,0,0,1,0,0,0,38,31,7,7,0
"Helicopter - General Aviation",NA,,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0
"Helicopter - General Aviation",NA,,4,0,0,4,4,0,NA,4,0,0,0,0,0,0,0,0,4,4,0,4,4,0
Customs,Mumbai,Arrival,21,0,0,21,21,0,NA,20,1,1,0,0,0,0,0,0,0,21,20,1,1,0
Immigration,Patna,Other,1,0,0,1,1,0,NA,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0
Immigration,Pune,Departure,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,2,2,0,2,2,0
Immigration,Chennai,Arrival,23,0,0,23,23,0,NA,23,0,0,0,0,0,0,0,0,1,23,22,1,1,0
Immigration,Madurai,Departure,4,0,0,4,4,0,NA,2,2,2,0,0,0,0,0,0,0,4,2,2,2,0
Airport,Thiruvananthapuram,"Cleanliness / Hygiene",6,0,0,6,6,0,NA,6,0,0,0,0,0,0,0,0,1,6,5,1,1,0
Airport,Delhi,"Signages / Flight Display",21,0,0,21,21,0,NA,19,2,1,1,0,0,0,0,0,1,21,19,2,2,0
Airport,Varanasi,Other,20,0,0,19,19,0,NA,16,4,3,1,0,0,0,0,0,0,20,16,4,4,0
Airport,Bhubaneswar,"Taxi / Parking",24,0,0,24,24,0,NA,20,4,3,0,1,0,0,0,0,0,24,20,4,4,0
Airport,Calicut,"Seating / Waiting Area",8,0,0,8,8,0,NA,7,1,0,0,1,0,0,0,0,0,8,7,1,1,0
Airport,Lucknow,"Baggage / Lost & Found ",19,0,0,19,19,0,NA,16,3,1,0,2,0,0,0,0,0,19,16,3,3,0
Airport,Kochi,"Signages / Flight Display",2,0,0,2,2,0,NA,0,2,2,0,0,0,0,0,0,0,2,0,2,2,0
Airport,Kochi,"Trolly / Ameniites / Buggy / Wifi",2,0,0,2,2,0,NA,1,1,1,0,0,0,0,0,0,0,2,1,1,1,0
Airport,Mumbai,"Seating / Waiting Area",30,0,0,30,30,0,NA,27,3,3,0,0,0,0,0,0,0,30,27,3,3,0
Airport,Mumbai,"Staff / Crew behavoiur",61,0,0,59,59,0,NA,60,1,1,0,0,0,0,0,0,1,61,59,2,2,0
Airport,Patna,"Trolly / Ameniites / Buggy / Wifi",5,0,0,5,5,0,NA,4,1,0,1,0,0,0,0,0,0,5,4,1,1,0
