category,subcategory,type,totalReceived,activeGrievancesWithoutEscalation,activeGrievancesWithEscalation,closedGrievancesWithoutEscalation,closedGrievancesWithEscalation,successfulTransferIn,successfulTransferOut,grievancesWithoutRatings,grievancesWithRatings,grievancesWithVeryGoodRating,grievanceswithgoodrating,grievancesWithOKRating,grievancesWithBadRating,grievancesWithVeryBadRating,twitterGrievances,facebookGrievances,grievancesAdditionalInfoProvided,grievancesAdditionalInfoNotProvided,grievancesWithoutFeedback,grievancesWithFeedback,grievancesWithFeedbackIssueNotResolved,grievancesWithFeedbackIssueResolved
Airline,"Air Asia Berhad (Intl Tickets)","Ticketing, Fares & Refunds",81,0,0,74,74,0,NA,61,20,14,2,2,2,0,0,0,1,81,61,20,19,1
Airline,"Ethiopian Airlines","Ticketing, Fares &amp; Refunds",26,0,0,14,14,0,NA,24,2,0,1,0,1,0,0,0,1,26,24,2,1,1
Airline,"Gulf Air","Ticketing, Fares & Refunds",37,0,0,36,36,0,NA,28,9,6,1,1,1,0,0,0,3,37,28,9,8,1
Airline,"Air India",Maintenance,334,0,0,334,334,0,NA,304,30,24,5,0,1,0,2,0,6,334,295,39,35,4
Airline,"Air India","Staff / Crew Behavior",527,1,0,524,524,3,NA,464,62,49,4,5,3,1,9,0,23,527,454,73,62,11
Airline,Lufthansa,Meal,4,0,0,4,4,0,NA,3,1,1,0,0,0,0,0,0,0,4,3,1,0,1
Airline,"Air India Express","Check-in & Boarding",105,0,0,105,105,0,NA,87,18,16,1,1,0,0,0,0,0,105,87,18,17,1
Airline,"Air India Express","Check-in &amp; Boarding",264,0,0,262,262,0,NA,239,25,21,3,0,0,1,0,0,0,264,237,27,19,8
Airline,"Air India Express",Other,489,0,0,489,489,0,NA,430,59,50,1,3,1,4,18,0,19,489,426,63,55,8
Airline,"Jet Airways","Check-in & Boarding",219,0,0,219,219,0,NA,183,36,33,1,1,0,1,1,0,1,219,179,40,38,2
Airline,"Air Arabia","Ticketing, Fares &amp; Refunds",57,0,0,53,53,0,NA,54,3,0,0,0,1,2,0,0,1,57,54,3,0,3
Airline,Vistara,"Check-in & Boarding",190,0,0,186,186,0,NA,150,40,33,2,3,2,0,1,0,2,190,149,41,36,5
Airline,Vistara,Meal,76,0,0,76,76,0,NA,67,9,8,0,1,0,0,0,0,0,76,65,11,10,1
Airline,"Thai Airways","Ticketing, Fares &amp; Refunds",86,0,1,74,74,0,NA,81,4,1,0,0,0,3,0,0,1,86,82,4,1,3
Airline,"Malaysia Airlines","Ticketing, Fares & Refunds",69,0,0,67,67,0,NA,53,16,13,0,2,0,1,0,0,3,69,53,16,15,1
Airline,IndiGo,"Check-in & Boarding",1042,0,0,1037,1037,1,NA,872,170,143,10,11,2,4,5,0,14,1042,865,177,164,13
Airline,Saudia,"Ticketing, Fares &amp; Refunds",41,0,0,37,37,0,NA,38,3,0,1,1,0,1,0,0,0,41,38,3,2,1
Airline,"Akasa Air",Baggage,104,3,1,95,95,0,NA,92,8,8,0,0,0,0,0,0,0,104,96,8,7,1
Airline,"Japan Airlines","Ticketing, Fares &amp; Refunds",11,0,0,10,10,0,NA,10,1,0,0,0,0,1,0,0,0,11,10,1,0,1
Airline,"Malindo Airways","Ticketing, Fares & Refunds",84,0,0,84,84,0,NA,69,15,10,0,3,1,1,1,0,1,84,69,15,12,3
Airline,SpiceJet,"Ticketing, Fares & Refunds",3156,0,0,3146,3146,0,NA,2615,541,429,45,20,8,39,16,2,23,3156,2610,546,515,31
Airline,"Swiss Air","Ticketing, Fares &amp; Refunds",38,0,0,26,26,0,NA,36,2,2,0,0,0,0,0,0,0,38,36,2,1,1
Immigration,Mumbai,Departure,40,0,0,40,40,0,NA,30,10,8,0,2,0,0,0,0,0,40,30,10,9,1
Airport,Hyderabad,"Baggage / Lost &amp; Found ",47,0,0,29,29,0,NA,46,1,1,0,0,0,0,0,0,1,47,44,3,1,2
Airport,Hyderabad,"Cleanliness / Hygiene",15,0,0,8,8,0,NA,14,1,1,0,0,0,0,1,0,0,15,13,2,1,1
Airport,Thiruvananthapuram,"Retail Shops / Food &amp; Beverage",10,0,0,10,10,0,NA,7,3,1,0,0,0,2,0,0,1,10,6,4,3,1
Airport,Delhi,"Cleanliness / Hygiene",29,0,0,25,25,0,NA,24,5,2,0,0,0,3,0,0,1,29,22,7,4,3
Airport,Delhi,Other,238,0,0,237,237,0,NA,221,17,12,2,1,0,2,5,0,15,238,215,23,19,4
Airport,Varanasi,"Cleanliness / Hygiene",15,0,0,10,10,0,NA,11,4,3,0,1,0,0,1,0,1,15,11,4,3,1
Airport,Malda,Other,22,1,1,17,17,1,NA,17,3,1,0,1,0,1,0,0,5,22,17,5,0,5
Airport,Malda,"Retail Shops / Food & Beverage",2,1,0,1,1,0,NA,0,1,0,0,1,0,0,0,0,0,2,1,1,0,1
Airport,Malda,"Signages / Flight Display",5,0,1,2,2,0,NA,3,1,0,0,0,0,1,0,0,1,5,4,1,0,1
Airport,Malda,"Staff / Crew behavoiur",6,2,0,2,2,0,NA,4,0,0,0,0,0,0,0,0,0,6,5,1,0,1
Airport,Calicut,Other,20,0,0,20,20,0,NA,17,3,0,0,1,1,1,0,0,0,20,16,4,1,3
Airport,Nagpur,"Retail Shops / Food & Beverage",8,0,0,8,8,0,NA,8,0,0,0,0,0,0,0,0,0,8,7,1,0,1
Airport,Madurai,"Person With Disability",1,0,0,1,1,0,NA,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
Airport,Lucknow,Other,35,0,0,35,35,0,NA,35,0,0,0,0,0,0,0,0,0,35,34,1,0,1
Airport,Mumbai,"Baggage / Lost & Found ",67,0,0,67,67,0,NA,63,4,2,0,0,2,0,0,0,2,67,62,5,3,2
Airport,Mumbai,"Cleanliness / Hygiene",22,0,0,14,14,0,NA,20,2,1,0,0,1,0,0,0,1,22,20,2,1,1
Airport,Mumbai,Other,252,0,0,247,247,0,NA,235,17,12,1,1,0,3,4,0,10,252,231,21,16,5
Airport,Mumbai,"Retail Shops / Food & Beverage",30,0,0,30,30,0,NA,23,7,5,0,1,0,1,0,0,0,30,22,8,6,2
Airport,Visakhapatnam,"Cleanliness / Hygiene",25,0,0,25,25,1,NA,23,2,2,0,0,0,0,0,0,0,25,22,3,2,1
Airport,Visakhapatnam,Other,17,0,0,17,17,0,NA,15,2,1,0,0,0,1,1,0,1,17,15,2,1,1
Airport,Visakhapatnam,"Retail Shops / Food & Beverage",13,0,0,13,13,0,NA,10,3,1,0,0,0,2,0,0,1,13,8,5,4,1
Airport,Visakhapatnam,"Signages / Flight Display",4,0,0,4,4,0,NA,4,0,0,0,0,0,0,0,0,0,4,3,1,0,1
Airport,Ahmedabad,"Seating / Waiting Area",54,0,0,54,54,0,NA,54,0,0,0,0,0,0,1,0,1,54,53,1,0,1
Airport,Bengaluru,"Baggage / Lost & Found ",35,0,0,32,32,0,NA,34,1,0,0,0,0,1,1,0,1,35,33,2,1,1
Airport,Bengaluru,"Cleanliness / Hygiene",24,0,0,19,19,0,NA,20,4,1,0,0,1,2,0,0,2,24,19,5,2,3
Airport,Bengaluru,"Trolly / Ameniites / Buggy / Wifi",9,0,0,9,9,0,NA,7,2,1,0,0,0,1,0,0,0,9,7,2,1,1
Airport,Vadodara,"Seating / Waiting Area",9,0,0,9,9,0,NA,6,3,3,0,0,0,0,0,0,0,9,5,4,2,2
Airport,Raipur,"Trolly / Ameniites / Buggy / Wifi",4,0,0,4,4,0,NA,3,1,0,0,0,0,1,0,0,0,4,2,2,0,2
Airport,Pune,"Baggage / Lost &amp; Found ",37,0,1,16,16,0,NA,32,4,2,0,0,1,1,0,0,1,37,32,5,2,3
Airport,Chennai,"Retail Shops / Food & Beverage",100,0,0,100,100,0,NA,96,4,2,1,0,0,1,1,0,1,100,95,5,3,2
Airport,Chennai,"Seating / Waiting Area",125,0,0,125,125,0,NA,123,2,1,1,0,0,0,0,0,2,125,122,3,1,2
Airport,Chennai,"Trolly / Ameniites / Buggy / Wifi",108,0,0,108,108,0,NA,106,2,1,0,0,1,0,1,0,1,108,105,3,2,1
Airport,Surat,"Taxi / Parking",21,0,0,18,18,0,NA,18,3,2,0,0,0,1,0,0,0,21,17,4,3,1
Airport,Surat,"Trolly / Ameniites / Buggy / Wifi",2,0,0,1,1,0,NA,1,1,0,0,0,1,0,0,0,0,2,1,1,0,1
Airport,Bhopal,"Baggage / Lost &amp; Found ",4,0,0,0,0,0,NA,3,1,1,0,0,0,0,0,0,0,4,3,1,0,1
Airport,Bhopal,Other,17,0,0,17,17,0,NA,16,1,0,1,0,0,0,2,0,2,17,15,2,1,1
Airport,Dibrugarh,Other,6,0,0,6,6,0,NA,6,0,0,0,0,0,0,0,0,0,6,5,1,0,1
Airport,Agartala,"Cleanliness / Hygiene",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,2,1,0,1
Airport,Goa,"Air Conditioning / Maintenance",12,0,0,12,12,0,NA,11,1,0,0,0,0,1,0,0,0,12,10,2,1,1
Airport,Goa,"Seating / Waiting Area",24,0,0,24,24,0,NA,22,2,1,0,0,0,1,0,0,0,24,20,4,2,2
Airport,Goa,"Staff / Crew behavoiur",4,0,0,4,4,0,NA,2,2,1,0,1,0,0,0,0,1,4,2,2,1,1
Airport,Kolkata,"Seating / Waiting Area",36,0,0,36,36,0,NA,35,1,0,0,0,1,0,0,0,1,36,34,2,1,1
Security,Jodhpur,"Security Check",2,0,0,2,2,0,NA,1,1,0,0,0,0,1,0,0,0,2,1,1,0,1
Security,Hyderabad,"Security Check",52,0,0,49,49,0,NA,50,2,2,0,0,0,0,0,0,0,52,48,4,2,2
Airline,"Emirates Airline","Check-in & Boarding",13,0,0,12,12,0,NA,10,3,3,0,0,0,0,0,0,0,13,10,3,3,0
Airline,"Kuwait Airways",Baggage,31,0,0,30,30,0,NA,30,1,1,0,0,0,0,0,0,0,31,30,1,1,0
Airline,"Kuwait Airways","Ticketing, Fares & Refunds",23,0,0,23,23,0,NA,22,1,1,0,0,0,0,0,0,0,23,22,1,1,0
Airline,"Air Canada",Other,6,0,0,6,6,0,NA,6,0,0,0,0,0,0,0,0,1,6,5,1,1,0
Airline,"China Southern",Baggage,3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,1,3,2,1,1,0
Airline,"Gulf Air","Check-in & Boarding",5,0,0,5,5,0,NA,3,2,2,0,0,0,0,0,0,0,5,3,2,2,0
Airline,"British Airways",Baggage,36,1,0,28,28,0,NA,32,3,3,0,0,0,0,0,0,0,36,33,3,3,0
Airline,"British Airways","Person With Disability",5,0,0,0,0,0,NA,4,1,1,0,0,0,0,0,0,0,5,3,2,2,0
Airline,Lufthansa,"Check-in &amp; Boarding",47,0,0,23,23,0,NA,45,2,0,1,1,0,0,0,0,0,47,45,2,2,0
Airline,"Etihad Airways","Staff / Crew Behavior",8,0,0,7,7,0,NA,8,0,0,0,0,0,0,0,0,1,8,7,1,1,0
Airline,"Air India Express",Cleanliness,14,0,0,9,9,0,NA,13,1,1,0,0,0,0,1,0,1,14,13,1,1,0
Airline,"Air France","Check-in & Boarding",12,0,0,11,11,0,NA,10,2,2,0,0,0,0,0,0,0,12,10,2,2,0
Airline,"Air France",Other,12,0,0,8,8,0,NA,12,0,0,0,0,0,0,0,0,2,12,10,2,2,0
Airline,"Air France","Ticketing, Fares & Refunds",33,0,0,33,33,0,NA,29,4,4,0,0,0,0,0,0,0,33,29,4,4,0
Airline,"Air France","Ticketing, Fares &amp; Refunds",25,0,0,15,15,0,NA,24,1,0,0,1,0,0,0,0,0,25,24,1,1,0
Airline,FlyBig,Other,22,0,0,16,16,0,NA,20,2,2,0,0,0,0,0,0,0,22,20,2,2,0
Airline,"IndiaOne Air",Other,11,0,0,9,9,0,NA,10,1,1,0,0,0,0,0,0,0,11,10,1,1,0
Airline,"Kenya Airways","Check-in &amp; Boarding",4,0,0,1,1,0,NA,3,1,0,1,0,0,0,0,0,0,4,3,1,1,0
Airline,"Nepal Airlines Corporation","Flight Delays",4,0,0,3,3,0,NA,4,0,0,0,0,0,0,0,0,1,4,3,1,1,0
Airline,"VietJet Air","Check-in &amp; Boarding",18,0,0,2,2,0,NA,17,1,1,0,0,0,0,0,0,0,18,17,1,1,0
Airline,"Cathay Pacific","Check-in & Boarding",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,1,2,1,1,1,0
Airline,"Cathay Pacific","Ticketing, Fares & Refunds",18,0,0,18,18,0,NA,16,2,1,1,0,0,0,0,0,3,18,15,3,3,0
Airline,Jetlite,"Flight Delays",9,0,0,9,9,0,NA,8,1,1,0,0,0,0,0,0,2,9,6,3,3,0
Airline,"Singapore Airlines",Meal,7,0,0,3,3,0,NA,6,1,1,0,0,0,0,0,0,0,7,6,1,1,0
Airline,"Egypt Air","Check-in & Boarding",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0
Airline,"Oman Airlines",Baggage,33,0,0,32,32,0,NA,28,5,3,2,0,0,0,0,0,0,33,28,5,5,0
Airline,"Malaysia Airlines","Flight Delays",19,0,0,7,7,0,NA,15,4,0,3,0,0,1,0,0,1,19,15,4,4,0
Airline,Saudia,Baggage,32,0,0,31,31,0,NA,30,2,2,0,0,0,0,0,0,0,32,30,2,2,0
Airline,"Air Mauritius","Flight Delays",35,0,0,18,18,0,NA,32,3,2,1,0,0,0,0,0,0,35,32,3,3,0
Airline,"Air Astana",Baggage,7,0,0,6,6,0,NA,6,1,1,0,0,0,0,0,0,1,7,6,1,1,0
Airline,"Air Astana","Ticketing, Fares & Refunds",3,0,0,3,3,0,NA,2,1,0,1,0,0,0,0,0,1,3,2,1,1,0
Airline,"Finn Air","Ticketing, Fares &amp; Refunds",7,0,0,7,7,0,NA,4,3,3,0,0,0,0,0,0,0,7,4,3,3,0
Airline,TruJet,"Ticketing, Fares & Refunds",133,0,0,130,130,0,NA,128,5,4,0,1,0,0,1,0,4,133,124,9,9,0
Airline,"Akasa Air",Maintenance,4,1,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,4,3,1,1,0
Immigration,Thiruvananthapuram,Departure,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0
Immigration,Kolkata,Arrival,5,0,0,5,5,0,NA,3,2,2,0,0,0,0,0,0,0,5,3,2,2,0
Immigration,Delhi,Arrival,30,0,0,30,30,0,NA,29,1,1,0,0,0,0,0,0,0,30,29,1,1,0
Immigration,Chennai,Departure,38,0,0,38,38,0,NA,35,3,2,1,0,0,0,0,0,1,38,35,3,3,0
BCAS,BCAS,Other,141,0,0,140,140,0,NA,133,8,8,0,0,0,0,1,0,11,141,127,14,14,0
Airport,Hyderabad,"Seating / Waiting Area",18,0,0,18,18,0,NA,18,0,0,0,0,0,0,0,0,0,18,17,1,1,0
Airport,Hyderabad,"Signages / Flight Display",5,0,0,4,4,0,NA,4,1,1,0,0,0,0,0,0,0,5,4,1,1,0
Airport,Delhi,"Air Conditioning / Maintenance",22,0,0,18,18,0,NA,21,1,1,0,0,0,0,0,0,2,22,21,1,1,0
Airport,Delhi,"Seating / Waiting Area",54,0,0,54,54,0,NA,49,5,5,0,0,0,0,1,0,4,54,49,5,5,0
Airport,Varanasi,"Signages / Flight Display",2,0,0,2,2,0,NA,1,1,1,0,0,0,0,0,0,0,2,1,1,1,0
Airport,Bhubaneswar,"Staff / Crew behavoiur",7,0,0,7,7,0,NA,6,1,0,1,0,0,0,0,0,0,7,6,1,1,0
Airport,Nagpur,"Baggage / Lost & Found ",2,0,0,2,2,0,NA,1,1,0,1,0,0,0,0,0,0,2,1,1,1,0
Airport,Nagpur,"Seating / Waiting Area",10,0,0,10,10,0,NA,9,1,1,0,0,0,0,0,0,0,10,9,1,1,0
Airport,Bagdogra,"Cleanliness / Hygiene",9,0,0,7,7,0,NA,8,1,0,1,0,0,0,0,0,0,9,8,1,1,0
Airport,Bagdogra,"Retail Shops / Food & Beverage",9,0,0,9,9,0,NA,8,1,1,0,0,0,0,0,0,1,9,8,1,1,0
Airport,Bagdogra,"Taxi / Parking",12,0,0,12,12,0,NA,11,1,0,1,0,0,0,0,0,0,12,11,1,1,0
Airport,Bagdogra,"Trolly / Ameniites / Buggy / Wifi",7,0,0,7,7,0,NA,6,1,1,0,0,0,0,0,0,0,7,6,1,1,0
Airport,Lucknow,"Taxi / Parking",16,0,0,16,16,0,NA,15,1,1,0,0,0,0,0,0,1,16,15,1,1,0
Airport,Kochi,"Air Conditioning / Maintenance",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,1,3,2,1,1,0
Airport,Kochi,"Seating / Waiting Area",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,2,3,2,1,1,0
Airport,Amritsar,"Cleanliness / Hygiene",13,0,0,13,13,0,NA,13,0,0,0,0,0,0,0,0,1,13,12,1,1,0
Airport,Leh,"Trolly / Ameniites / Buggy / Wifi",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,1,2,1,1,1,0
Airport,Patna,"Staff / Crew behavoiur",14,0,0,14,14,0,NA,12,2,2,0,0,0,0,0,0,0,14,12,2,2,0
Airport,Ahmedabad,"Air Conditioning / Maintenance",12,0,0,9,9,0,NA,11,1,0,0,0,0,1,0,0,1,12,11,1,1,0
Airport,Ahmedabad,"Baggage / Lost & Found ",40,0,0,36,36,0,NA,36,4,2,0,2,0,0,0,0,0,40,36,4,4,0
Airport,Bengaluru,"Air Conditioning / Maintenance",6,0,0,6,6,0,NA,5,1,1,0,0,0,0,0,0,0,6,5,1,1,0
Airport,Ranchi,"Taxi / Parking",19,0,0,19,19,0,NA,17,2,1,0,0,0,1,0,0,1,19,17,2,2,0
Airport,Indore,"Cleanliness / Hygiene",13,0,0,9,9,0,NA,13,0,0,0,0,0,0,0,0,0,13,12,1,1,0
Airport,Vadodara,Other,16,0,0,16,16,0,NA,13,3,1,1,1,0,0,0,0,0,16,13,3,3,0
Airport,Chandigarh,"Retail Shops / Food & Beverage",9,0,0,9,9,0,NA,5,4,4,0,0,0,0,0,0,1,9,5,4,4,0
Airport,Chandigarh,"Signages / Flight Display",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,2,1,1,0
Airport,Udaipur,"Air Conditioning / Maintenance",4,0,0,4,4,0,NA,3,1,1,0,0,0,0,0,0,0,4,3,1,1,0
Airport,Udaipur,"Retail Shops / Food & Beverage",3,0,0,3,3,0,NA,2,1,1,0,0,0,0,0,0,0,3,2,1,1,0
Airport,Belgaum,"Retail Shops / Food & Beverage",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0
Airport,Chennai,"Air Conditioning / Maintenance",35,0,0,34,34,0,NA,34,1,0,0,0,1,0,0,0,0,35,33,2,2,0
Airport,Surat,"Retail Shops / Food & Beverage",5,0,0,5,5,0,NA,4,1,1,0,0,0,0,0,0,0,5,4,1,1,0
Airport,Srinagar,"Retail Shops / Food &amp; Beverage",2,0,0,1,1,0,NA,1,1,0,0,0,1,0,0,0,0,2,1,1,1,0
Security,Delhi,Other,42,0,0,42,42,0,NA,41,1,1,0,0,0,0,0,0,0,42,41,1,1,0
Security,Pune,"Security Check",31,0,0,31,31,0,NA,30,1,1,0,0,0,0,0,0,0,31,30,1,1,0
Security,Bengaluru,"Terminal Entry",19,0,0,19,19,0,NA,18,1,0,0,1,0,0,0,0,0,19,18,1,1,0
Airline,NA,Other,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,Aeroflot,"Person With Disability",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Emirates Airline","Staff / Crew Behavior",15,0,0,13,13,0,NA,15,0,0,0,0,0,0,0,0,0,15,15,0,0,0
Airline,"Kuwait Airways",Other,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Kuwait Airways","Staff / Crew Behavior",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"United Airlines",Baggage,8,1,0,6,6,0,NA,7,0,0,0,0,0,0,0,0,0,8,8,0,0,0
Airline,"United Airlines","Check-in & Boarding",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"United Airlines","Check-in &amp; Boarding",3,0,0,0,0,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airline,"Biman Bangladesh","Flight Delays",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airline,"Qatar Airways","Person With Disability",2,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airline,"China Southern","Person With Disability",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Air Costa",Baggage,3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airline,"Thai Lion Air",Baggage,1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"British Airways",,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
Airline,"British Airways",Other,7,0,1,4,4,0,NA,6,0,0,0,0,0,0,0,0,0,7,7,0,0,0
Airline,"British Airways","Ticketing, Fares &amp; Refunds",46,0,0,22,22,0,NA,46,0,0,0,0,0,0,0,0,0,46,46,0,0,0
Airline,"Air China",Other,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airline,"Dragon Air",Baggage,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Star Air",Baggage,6,0,0,6,6,0,NA,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0
Airline,"Star Air","Ticketing, Fares &amp; Refunds",55,0,0,55,55,0,NA,55,0,0,0,0,0,0,0,0,0,55,55,0,0,0
Airline,"Kam Air","Check-in & Boarding",2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airline,"United Airlines Bangladesh Ltd",Baggage,1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Silk Air","Check-in & Boarding",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Air France",Maintenance,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Asiana Airlines","Check-in &amp; Boarding",4,0,0,4,4,0,NA,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Airline,"Asiana Airlines",Other,2,0,0,1,1,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airline,Aerologic,"Check-in &amp; Boarding",1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Fly Dubai","Check-in &amp; Boarding",9,0,0,4,4,0,NA,9,0,0,0,0,0,0,0,0,0,9,9,0,0,0
Airline,"Fly Dubai","Flight Delays",5,0,0,4,4,0,NA,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Airline,"Eva Airways","Check-in & Boarding",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Kenya Airways","Check-in & Boarding",1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Kenya Airways","Ticketing, Fares &amp; Refunds",8,0,0,3,3,0,NA,8,0,0,0,0,0,0,0,0,0,8,8,0,0,0
Airline,"Mahan Air",Baggage,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airline,"Nepal Airlines Corporation","Ticketing, Fares &amp; Refunds",20,0,0,8,8,0,NA,20,0,0,0,0,0,0,0,0,1,20,20,0,0,0
Airline,"Alliance Air (India)",Maintenance,25,0,0,24,24,0,NA,25,0,0,0,0,0,0,0,0,0,25,25,0,0,0
Airline,"VietJet Air",Meal,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"VietJet Air","Ticketing, Fares & Refunds",3,3,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airline,"Cathay Pacific","Staff / Crew Behavior",1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Singapore Airlines",,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
Airline,"Singapore Airlines","Flight Delays",12,0,0,6,6,0,NA,12,0,0,0,0,0,0,0,0,0,12,12,0,0,0
Airline,"Singapore Airlines","Staff / Crew Behavior",6,0,0,4,4,0,NA,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0
Airline,"Air Arabia","Check-in & Boarding",1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Airline,"Air Arabia","Flight Delays",10,0,0,1,1,0,NA,10,0,0,0,0,0,0,0,0,1,10,10,0,0,0
Airline,Vistara,Maintenance,33,0,0,33,33,0,NA,33,0,0,0,0,0,0,0,0,0,33,33,0,0,0
Airline,"KLM Airlines",,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,2,0,0,2,2,0,0,0
Airline,"KLM Airlines","Flight Delays",16,0,0,3,3,0,NA,16,0,0,0,0,0,0,0,0,0,16,16,0,0,0
Airline,"Malaysia Airlines",Other,8,0,0,5,5,0,NA,8,0,0,0,0,0,0,1,0,1,8,8,0,0,0
Airline,Saudia,Meal,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Air Mauritius",,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
Airline,"Air Mauritius","Check-in &amp; Boarding",2,0,0,1,1,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airline,"Air Astana","Flight Delays",3,0,0,1,1,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airline,EL-AL-Israel,"Ticketing, Fares & Refunds",3,0,0,3,3,0,NA,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Airline,"Finn Air",Baggage,4,0,0,3,3,0,NA,4,0,0,0,0,0,0,0,0,1,4,4,0,0,0
Airline,TruJet,"Staff / Crew Behavior",4,0,0,4,4,0,NA,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Airline,"Turkmenistan Airlines","Check-in & Boarding",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Korean Air","Ticketing, Fares &amp; Refunds",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Air Seychelles","Flight Delays",6,0,0,2,2,0,NA,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0
Airline,"Air Seychelles","Ticketing, Fares &amp; Refunds",7,0,0,2,2,0,NA,7,0,0,0,0,0,0,0,0,0,7,7,0,0,0
Airline,"Malindo Airways","Check-in &amp; Boarding",1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Uzbekistan Airways",Baggage,2,0,0,2,2,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Airline,"Uzbekistan Airways","Ticketing, Fares &amp; Refunds",5,0,0,2,2,0,NA,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Airline,"Air Austral",Baggage,1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Air Austral","Flight Delays",1,0,0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Airline,"Swiss Air","Flight Delays",2,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0
